# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2.001
#  1->0 =1
#  1->1 =0
G/L	POS	branch	branchLength	distance2Root	distance2NearestOTU	numOfNodes2NearestOTU	probability	expectation
loss	1	t637000135_Hyphomonas_neptunium	0.799302	3.59193	0	0	1	1
loss	1	t2511231195_Paracoccus_denitrificans	0.744951	3.84351	0	0	1	1
loss	1	t639633056_Roseobacter_denitrificans	0.643155	3.67319	0	0	1	1
loss	1	t637000027_Bartonella_henselae	0.0898799	3.90352	0	0	1	1
loss	1	t637000193_Nitrobacter_winogradskyi	0.111115	3.47786	0	0	1	1
gain	2	N106	0.695687	1.14899	1.40333	1	1	1
loss	2	t637000087_Cytophaga_hutchinsonii	1.28507	3.38134	0	0	1	1
loss	2	N109	0.996797	3.31861	0.587209	1	1	1
gain	2	t637000004_Alcanivorax_borkumensis	0.82595	3.49648	0	0	1	1
loss	3	t641736249_Clostridium_perfringens	0.632613	2.22814	0	0	1	1
loss	3	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	3	t637000140_Lactobacillus_johnsonii	0.038327	4.47859	0	0	1	1
loss	3	t637000142_Lactobacillus_sakei	0.413204	3.98051	0	0	1	1
loss	3	t639633049_Pediococcus_pentosaceus	0.603899	4.10062	0	0	1	1
loss	3	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	3	t640069333_Streptococcus_pyogenes	0.285074	4.45959	0	0	1	1
loss	3	N48	0.797155	2.42846	1.32312	2	1	1
loss	3	N95	2.29904	2.78154	0.311435	2	1	1
loss	3	N101	0.596974	1.29345	1.78546	2	1	1
loss	3	t637000087_Cytophaga_hutchinsonii	1.28507	3.38134	0	0	1	1
loss	3	N109	0.996797	3.31861	0.587209	1	1	1
loss	3	t637000250_Salinibacter_ruber	1.40333	2.55232	0	0	1	1
loss	3	t637000145_Lawsonia_intracellularis	0.957656	3.54994	0	0	1	1
loss	3	t637000030_Bdellovibrio_bacteriovorus	1.84734	2.73623	0	0	1	1
loss	3	t637000186_Myxococcus_xanthus	0.873581	2.28522	0	0	1	1
loss	3	N137	0.56636	3.03367	0.704339	2	1	1
loss	3	N178	0.242263	2.58169	1.10707	1	1	1
loss	3	t642555170_Xanthomonas_oryzae	0.0431648	4.2266	0	0	1	1
loss	3	t637000349_Xylella_fastidiosa	0.507165	4.67242	0	0	1	1
loss	3	N210	0.565073	2.52384	1.19189	2	1	1
loss	3	t637000028_Bartonella_quintana	0.090892	3.90453	0	0	1	1
loss	3	t639633009_Bartonella_bacilliformis	0.213194	3.92545	0	0	1	1
gain	4	t639633021_Clostridium_novyi	0.499678	2.28439	0	0	1	1
gain	4	t2511231143_Leuconostoc_mesenteroides	0.693046	4.7897	0	0	1	1
gain	4	N31	0.459313	3.61874	0.589855	1	1	1
loss	4	N33	0.0721889	4.03503	0.272221	1	1	1
loss	4	t640963052_Streptococcus_pneumoniae	0.274837	4.40625	0	0	1	1
gain	4	N37	0.28301	2.66392	0.708566	2	1	1
loss	4	t637000118_Geobacillus_kaustophilus	0.585619	3.37249	0	0	1	1
loss	4	t639279304_Bacillus_licheniformis	0.212128	3.39902	0	0	1	1
gain	4	N47	0.0330424	3.29414	0.174828	1	1	1
gain	4	N81	0.609522	2.73264	0.45374	2	1	1
loss	4	t647000231_Corynebacterium_jeikeium	0.523099	3.76245	0	0	1	1
loss	4	N84	0.178034	3.71958	0.126728	1	1	1
loss	4	N88	0.157454	3.3362	0.152732	1	1	1
gain	4	N120	0.526262	1.24832	0.748301	1	1	1
loss	4	N122	0.26541	1.83374	0.16288	1	1	1
gain	4	t650377902_Acinetobacter_baumannii	0.653499	3.97225	0	0	1	1
gain	4	N174	0.556581	3.41438	0.33283	1	1	1
loss	4	t637000219_Pseudomonas_entomophila	0.0502503	3.74721	0	0	1	1
loss	4	t2505313072_Pseudomonas_syringae	0.0282632	4.00095	0	0	1	1
gain	4	N188	1.00986	3.59044	0.0250739	1	1	1
gain	4	N200	0.131508	3.53764	0.0455707	1	1	1
gain	4	t2511231195_Paracoccus_denitrificans	0.744951	3.84351	0	0	1	1
gain	4	t639279302_Agrobacterium_tumefaciens	0.267907	3.60156	0	0	1	1
loss	5	t637000060_Carboxydothermus_hydrogenoformans	1.15064	1.78913	0	0	1	1
loss	5	t637000316_Syntrophomonas_wolfei	1.37182	2.18027	0	0	1	1
loss	5	t643348537_Desulfitobacterium_hafniense	1.62396	2.33456	0	0	1	1
loss	5	t651053017_Clostridium_acetobutylicum	0.540658	2.32537	0	0	1	1
loss	5	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	5	N16	0.63463	3.21852	0.02794	1	1	1
loss	5	N20	0.140064	3.47152	0.508996	2	1	1
loss	5	t639633049_Pediococcus_pentosaceus	0.603899	4.10062	0	0	1	1
loss	5	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	5	N29	0.562483	4.09665	0.693046	1	1	1
loss	5	t651053041_Lactococcus_lactis	0.589855	4.20859	0	0	1	1
loss	5	t651053075_Streptococcus_thermophilus	0.302792	4.36424	0	0	1	1
loss	5	t637000020_Bacillus_halodurans	0.370072	3.43442	0	0	1	1
loss	5	t637000118_Geobacillus_kaustophilus	0.585619	3.37249	0	0	1	1
loss	5	t650377907_Bacillus_subtilis	0.226713	3.41361	0	0	1	1
loss	5	N43	0.776131	3.59897	0.00697958	1	1	1
loss	5	t637000284_Staphylococcus_saprophyticus	0.194262	3.38567	0	0	1	1
loss	5	t642555160_Staphylococcus_haemolyticus	0.174828	3.46896	0	0	1	1
loss	5	t645058811_Staphylococcus_aureus	0.180944	3.44204	0	0	1	1
loss	5	N48	0.797155	2.42846	1.32312	2	1	1
loss	5	N62	0.835478	1.22742	0.927813	1	1	1
loss	5	N69	0.538357	0.752929	1.46472	1	1	1
gain	5	t2511231083_Corynebacterium_diphtheriae	0.507606	4.04915	0	0	1	1
gain	5	t637000319_Thermobifida_fusca	0.654983	2.70484	0	0	1	1
loss	5	N92	0.160097	0.249787	1.74684	3	1	1
gain	5	t637000250_Salinibacter_ruber	1.40333	2.55232	0	0	1	1
gain	5	t639633063_Syntrophobacter_fumaroxidans	1.31682	2.26089	0	0	1	1
gain	5	t641228507_Shewanella_baltica	0.0899684	3.87033	0	0	1	1
gain	5	N145	0.0568849	3.28777	0.559809	1	1	1
loss	5	t638341150_Photobacterium_profundum	0.282467	3.94582	0	0	1	1
loss	5	t649633107_Vibrio_vulnificus	0.14928	4.12979	0	0	1	1
loss	5	t643692054_Vibrio_cholerae	0.357926	4.24869	0	0	1	1
loss	5	N151	0.586901	4.16748	0.33509	2	1	1
loss	5	N157	0.0764314	4.20509	0.00113126	1	1	1
loss	5	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	5	N164	0.228668	4.34422	0.0935405	1	1	1
gain	5	t639633065_Verminephrobacter_eiseniae	0.259753	3.75231	0	0	1	1
gain	5	t650716086_Sinorhizobium_meliloti	0.234796	3.51139	0	0	1	1
gain	6	N157	0.0764314	4.20509	0.00113126	1	1	1
gain	6	t637000128_Hahella_chejuensis	0.733731	3.51863	0	0	1	1
gain	6	t639633065_Verminephrobacter_eiseniae	0.259753	3.75231	0	0	1	1
gain	6	N197	0.231614	3.02375	0.443338	1	1	1
gain	7	t637000060_Carboxydothermus_hydrogenoformans	1.15064	1.78913	0	0	1	1
gain	7	N13	0.645923	2.27723	0.969237	2	1	1
loss	7	N18	0.447849	3.03174	0.639755	2	1	1
gain	7	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	7	t637000118_Geobacillus_kaustophilus	0.585619	3.37249	0	0	1	1
loss	7	t639279304_Bacillus_licheniformis	0.212128	3.39902	0	0	1	1
loss	7	N43	0.776131	3.59897	0.00697958	1	1	1
loss	7	t645058812_Staphylococcus_epidermidis	0.195413	3.48955	0	0	1	1
gain	7	N61	0.177368	0.391939	1.50721	2	1	1
loss	7	t637000322_Thermus_thermophilus	0.927813	2.15523	0	0	1	1
loss	7	t637000092_Deinococcus_radiodurans	0.310454	2.45311	0	0	1	1
loss	7	N66	0.160885	1.79901	0.340511	1	1	1
loss	7	t637000329_Trichodesmium_erythraeum	0.46374	2.36702	0	0	1	1
gain	7	N75	0.103871	2.2945	1.07741	1	1	1
loss	7	N77	1.39337	3.9737	0.223932	1	1	1
loss	7	N79	0.254568	3.01693	0.476195	1	1	1
gain	7	N87	0.078342	3.25709	0.174521	1	1	1
gain	7	t637000236_Rhodopirellula_baltica	2.34801	2.8305	0	0	1	1
gain	7	t637000327_Treponema_denticola	0.505795	3.21805	0	0	1	1
gain	7	t637000204_Pelobacter_carbinolicus	0.821259	2.06958	0	0	1	1
gain	7	N157	0.0764314	4.20509	0.00113126	1	1	1
gain	7	t637000128_Hahella_chejuensis	0.733731	3.51863	0	0	1	1
gain	7	t639633065_Verminephrobacter_eiseniae	0.259753	3.75231	0	0	1	1
gain	7	N199	0.0924744	3.40614	0.177078	2	1	1
gain	7	t639633056_Roseobacter_denitrificans	0.643155	3.67319	0	0	1	1
gain	7	N240	0.254173	3.2766	0.234796	1	1	1
loss	7	t639279302_Agrobacterium_tumefaciens	0.267907	3.60156	0	0	1	1
gain	8	t651053017_Clostridium_acetobutylicum	0.540658	2.32537	0	0	1	1
gain	8	N12	0.322086	1.6313	1.61516	3	1	1
loss	8	N16	0.63463	3.21852	0.02794	1	1	1
loss	8	N21	0.754348	4.22587	0.249097	2	1	1
loss	8	t637000142_Lactobacillus_sakei	0.413204	3.98051	0	0	1	1
loss	8	t639633049_Pediococcus_pentosaceus	0.603899	4.10062	0	0	1	1
loss	8	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	8	N29	0.562483	4.09665	0.693046	1	1	1
loss	8	N34	0.0264226	4.06145	0.302792	1	1	1
loss	8	t640069334_Streptococcus_sanguinis	0.17796	4.30937	0	0	1	1
loss	8	N43	0.776131	3.59897	0.00697958	1	1	1
loss	8	t645058812_Staphylococcus_epidermidis	0.195413	3.48955	0	0	1	1
loss	8	t637000158_Mesoplasma_florum	0.451004	3.75158	0	0	1	1
loss	8	t637000175_Mycoplasma_gallisepticum	0.922369	4.36659	0	0	1	1
loss	8	t638341133_Mycoplasma_genitalium	0.343123	4.61584	0	0	1	1
loss	8	N55	0.112058	3.20285	1.0592	1	1	1
loss	8	t637000180_Mycoplasma_mobile	1.02871	4.29244	0	0	1	1
loss	8	t637000185_Mycoplasma_synoviae	1.06895	4.51181	0	0	1	1
gain	8	N78	0.182024	2.76236	0.609553	1	1	1
loss	8	t637000331_Tropheryma_whipplei	1.52754	4.54447	0	0	1	1
gain	8	N144	0.0934401	3.23089	0.616694	1	1	1
loss	8	t650377945_Haemophilus_influenzae	0.298171	4.50257	0	0	1	1
loss	8	t637000124_Haemophilus_ducreyi	0.208739	4.8435	0	0	1	1
loss	8	t637000207_Photorhabdus_luminescens	0.282829	4.15361	0	0	1	1
loss	8	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
loss	8	t637000338_Wigglesworthia_glossinidia	1.01059	6.07858	0	0	1	1
gain	9	N8	0.590671	1.59553	0.632613	1	1	1
loss	9	N10	0.0763687	1.78471	0.499678	1	1	1
gain	9	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
gain	9	N37	0.28301	2.66392	0.708566	2	1	1
loss	9	t637000201_Oceanobacillus_iheyensis	0.745715	3.50176	0	0	1	1
loss	9	t637000118_Geobacillus_kaustophilus	0.585619	3.37249	0	0	1	1
loss	9	t641736135_Bacillus_cereus	0.0281128	3.63669	0	0	1	1
gain	9	t637000178_Mycoplasma_hyopneumoniae	1.36097	4.68102	0	0	1	1
gain	9	t646564504_Anabaena_variabilis	0.389489	2.29277	0	0	1	1
gain	9	N69	0.538357	0.752929	1.46472	1	1	1
loss	9	t637000115_Frankia_alni	0.66724	2.53218	0	0	1	1
loss	9	N77	1.39337	3.9737	0.223932	1	1	1
loss	9	t637000331_Tropheryma_whipplei	1.52754	4.54447	0	0	1	1
loss	9	t647000231_Corynebacterium_jeikeium	0.523099	3.76245	0	0	1	1
loss	9	t2511231083_Corynebacterium_diphtheriae	0.507606	4.04915	0	0	1	1
loss	9	t644736345_Corynebacterium_efficiens	0.126728	3.84631	0	0	1	1
loss	9	t637000198_Nocardia_farcinica	0.347276	3.18638	0	0	1	1
loss	9	N88	0.157454	3.3362	0.152732	1	1	1
loss	9	t637000319_Thermobifida_fusca	0.654983	2.70484	0	0	1	1
gain	9	N146	0.11221	3.39998	0.545832	2	1	1
loss	9	N148	0.227413	3.89076	0.226328	1	1	1
loss	9	N151	0.586901	4.16748	0.33509	2	1	1
loss	9	t646862351_Yersinia_pestis	0.0196893	4.22478	0	0	1	1
loss	9	N158	0.126112	4.11555	0.322208	2	1	1
gain	9	t637000128_Hahella_chejuensis	0.733731	3.51863	0	0	1	1
gain	9	N177	0.390724	3.97268	0.0282632	1	1	1
gain	9	t646564542_Legionella_pneumophila	1.11134	3.8126	0	0	1	1
gain	9	t639633065_Verminephrobacter_eiseniae	0.259753	3.75231	0	0	1	1
gain	9	N197	0.231614	3.02375	0.443338	1	1	1
gain	9	N224	0.0919948	2.26517	0.911434	2	1	1
loss	9	N226	0.285389	2.6618	0.51481	1	1	1
loss	9	N229	0.360826	2.79263	0.728439	1	1	1
loss	9	N236	0.491908	3.71226	0.191262	1	1	1
loss	9	N243	0.560635	3.19602	0.232621	2	1	1
loss	10	t637000060_Carboxydothermus_hydrogenoformans	1.15064	1.78913	0	0	1	1
loss	10	t637000167_Moorella_thermoacetica	0.839872	1.64832	0	0	1	1
loss	10	N9	0.112817	1.70835	0.576047	1	1	1
loss	10	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	10	N15	0.202982	2.58389	0.66257	2	1	1
gain	10	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
gain	10	t639633047_Oenococcus_oeni	0.826813	4.92347	0	0	1	1
gain	10	t640069333_Streptococcus_pyogenes	0.285074	4.45959	0	0	1	1
loss	10	N46	0.0696814	3.26109	0.180944	1	1	1
loss	10	N49	0.872114	3.30057	0.451004	1	1	1
loss	10	N52	0.470459	3.09079	1.17126	2	1	1
loss	10	N57	0.0563134	3.32005	1.01953	1	1	1
loss	10	t637000322_Thermus_thermophilus	0.927813	2.15523	0	0	1	1
loss	10	t637000092_Deinococcus_radiodurans	0.310454	2.45311	0	0	1	1
loss	10	N77	1.39337	3.9737	0.223932	1	1	1
loss	10	t637000331_Tropheryma_whipplei	1.52754	4.54447	0	0	1	1
loss	10	t637000170_Mycobacterium_leprae	0.215787	3.58065	0	0	1	1
loss	10	t642555140_Mycobacterium_ulcerans	0.157275	3.54145	0	0	1	1
loss	10	N95	2.29904	2.78154	0.311435	2	1	1
loss	10	N101	0.596974	1.29345	1.78546	2	1	1
loss	10	N117	0.864047	4.03039	0.0540312	1	1	1
loss	10	t637000030_Bdellovibrio_bacteriovorus	1.84734	2.73623	0	0	1	1
loss	10	t640069331_Shewanella_loihica	0.233403	3.87035	0	0	1	1
loss	10	t637000256_Shewanella_denitrificans	0.151629	3.90562	0	0	1	1
loss	10	t639633052_Psychromonas_ingrahamii	0.791791	4.02268	0	0	1	1
loss	10	t650377945_Haemophilus_influenzae	0.298171	4.50257	0	0	1	1
loss	10	N153	0.467275	4.63476	0.0876493	1	1	1
loss	10	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	10	t650377917_Buchnera_aphidicola	0.940053	6.00804	0	0	1	1
loss	10	t646564542_Legionella_pneumophila	1.11134	3.8126	0	0	1	1
loss	10	t637000114_Francisella_tularensis	1.92991	4.51159	0	0	1	1
loss	10	N188	1.00986	3.59044	0.0250739	1	1	1
loss	10	N194	0.202498	3.36677	0.319129	2	1	1
loss	10	t637000165_Methylobacillus_flagellatus	0.649702	3.19231	0	0	1	1
loss	10	t637000197_Nitrosospira_multiformis	0.294126	3.17452	0	0	1	1
loss	10	N215	0.363555	2.8874	1.12872	1	1	1
loss	10	t2511231195_Paracoccus_denitrificans	0.744951	3.84351	0	0	1	1
loss	10	N236	0.491908	3.71226	0.191262	1	1	1
loss	11	t641736249_Clostridium_perfringens	0.632613	2.22814	0	0	1	1
loss	11	t637000080_Clostridium_tetani	0.610098	2.31844	0	0	1	1
loss	11	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	11	N21	0.754348	4.22587	0.249097	2	1	1
loss	11	t637000142_Lactobacillus_sakei	0.413204	3.98051	0	0	1	1
loss	11	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	11	t639633049_Pediococcus_pentosaceus	0.603899	4.10062	0	0	1	1
loss	11	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	11	t639633047_Oenococcus_oeni	0.826813	4.92347	0	0	1	1
loss	11	N34	0.0264226	4.06145	0.302792	1	1	1
loss	11	t640963052_Streptococcus_pneumoniae	0.274837	4.40625	0	0	1	1
loss	11	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	11	t642555160_Staphylococcus_haemolyticus	0.174828	3.46896	0	0	1	1
loss	11	N48	0.797155	2.42846	1.32312	2	1	1
loss	11	t637000331_Tropheryma_whipplei	1.52754	4.54447	0	0	1	1
loss	11	N95	2.29904	2.78154	0.311435	2	1	1
loss	11	N101	0.596974	1.29345	1.78546	2	1	1
loss	11	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	11	N117	0.864047	4.03039	0.0540312	1	1	1
loss	11	t637000145_Lawsonia_intracellularis	0.957656	3.54994	0	0	1	1
loss	11	t637000030_Bdellovibrio_bacteriovorus	1.84734	2.73623	0	0	1	1
loss	11	t637000124_Haemophilus_ducreyi	0.208739	4.8435	0	0	1	1
loss	11	t637000338_Wigglesworthia_glossinidia	1.01059	6.07858	0	0	1	1
loss	11	t643348531_Coxiella_burnetii	0.987496	3.68876	0	0	1	1
loss	11	t637000114_Francisella_tularensis	1.92991	4.51159	0	0	1	1
loss	11	N210	0.565073	2.52384	1.19189	2	1	1
loss	11	N236	0.491908	3.71226	0.191262	1	1	1
loss	12	N21	0.754348	4.22587	0.249097	2	1	1
loss	12	t639633049_Pediococcus_pentosaceus	0.603899	4.10062	0	0	1	1
loss	12	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	12	t639633047_Oenococcus_oeni	0.826813	4.92347	0	0	1	1
loss	12	N48	0.797155	2.42846	1.32312	2	1	1
loss	12	N94	0.147096	0.482495	2.34801	1	1	1
loss	12	N101	0.596974	1.29345	1.78546	2	1	1
loss	12	t637000145_Lawsonia_intracellularis	0.957656	3.54994	0	0	1	1
loss	12	t637000338_Wigglesworthia_glossinidia	1.01059	6.07858	0	0	1	1
loss	12	N210	0.565073	2.52384	1.19189	2	1	1
loss	13	t637000060_Carboxydothermus_hydrogenoformans	1.15064	1.78913	0	0	1	1
loss	13	t637000316_Syntrophomonas_wolfei	1.37182	2.18027	0	0	1	1
loss	13	N7	0.587626	1.00486	1.22328	2	1	1
gain	13	N37	0.28301	2.66392	0.708566	2	1	1
loss	13	t637000019_Bacillus_clausii	0.520338	3.58468	0	0	1	1
loss	13	t650377907_Bacillus_subtilis	0.226713	3.41361	0	0	1	1
loss	13	t641736135_Bacillus_cereus	0.0281128	3.63669	0	0	1	1
loss	13	t637000023_Bacillus_thuringiensis	0.00697958	3.60595	0	0	1	1
gain	13	N47	0.0330424	3.29414	0.174828	1	1	1
loss	13	N63	0.915237	2.14265	0.168086	1	1	1
loss	13	N64	0.871683	1.26362	0.635532	1	1	1
loss	13	N70	1.11201	1.86494	0.66724	1	1	1
gain	13	t639633005_Arthrobacter_aurescens	0.609553	3.37191	0	0	1	1
gain	13	t2506783060_Mycobacterium_smegmatis	0.332199	3.58929	0	0	1	1
loss	13	N95	2.29904	2.78154	0.311435	2	1	1
loss	13	N99	0.117901	0.453299	2.09902	2	1	1
loss	13	N111	0.157005	0.406792	1.58983	2	1	1
gain	13	t639633063_Syntrophobacter_fumaroxidans	1.31682	2.26089	0	0	1	1
gain	13	t637000007_Anaeromyxobacter_dehalogenans	0.773152	2.18479	0	0	1	1
gain	13	N220	0.214408	2.17318	1.00343	2	1	1
loss	13	t637000356_Zymomonas_mobilis	0.818787	3.58361	0	0	1	1
loss	13	t637000122_Gluconobacter_oxydans	1.12616	3.50257	0	0	1	1
loss	13	t637000157_Maricaulis_maris	0.728439	3.52107	0	0	1	1
loss	13	N236	0.491908	3.71226	0.191262	1	1	1
loss	14	t637000060_Carboxydothermus_hydrogenoformans	1.15064	1.78913	0	0	1	1
loss	14	t637000316_Syntrophomonas_wolfei	1.37182	2.18027	0	0	1	1
loss	14	t643348537_Desulfitobacterium_hafniense	1.62396	2.33456	0	0	1	1
loss	14	t2511231143_Leuconostoc_mesenteroides	0.693046	4.7897	0	0	1	1
loss	14	t645951878_Ureaplasma_urealyticum	1.22978	4.43263	0	0	1	1
loss	14	t637000306_Symbiobacterium_thermophilum	1.3651	1.60108	0	0	1	1
loss	14	t641228488_Deinococcus_geothermalis	0.168086	2.31074	0	0	1	1
loss	14	N65	0.374498	1.63812	0.501396	2	1	1
loss	14	N69	0.538357	0.752929	1.46472	1	1	1
gain	14	N73	0.0732605	2.12312	1.06326	3	1	1
loss	14	N78	0.182024	2.76236	0.609553	1	1	1
loss	14	t637000305_Streptomyces_coelicolor	0.0948495	3.51734	0	0	1	1
loss	14	t637000198_Nocardia_farcinica	0.347276	3.18638	0	0	1	1
loss	14	t2506783060_Mycobacterium_smegmatis	0.332199	3.58929	0	0	1	1
loss	14	N88	0.157454	3.3362	0.152732	1	1	1
loss	14	N95	2.29904	2.78154	0.311435	2	1	1
loss	14	t2511231215_Treponema_pallidum	1.14696	3.85922	0	0	1	1
loss	14	N105	2.12349	2.81997	0.0666835	1	1	1
loss	14	N107	0.947284	2.09627	1.28507	1	1	1
loss	14	N111	0.157005	0.406792	1.58983	2	1	1
gain	14	t640963041_Campylobacter_jejuni	0.697764	3.76123	0	0	1	1
gain	14	t637000096_Desulfovibrio_vulgaris	0.372034	2.8023	0	0	1	1
gain	14	N149	0.0897509	3.98051	0.136577	1	1	1
gain	14	t639633065_Verminephrobacter_eiseniae	0.259753	3.75231	0	0	1	1
gain	14	N203	0.842953	3.56502	0.00886199	1	1	1
gain	14	t644736401_Rhizobium_leguminosarum	0.0480283	3.58669	0	0	1	1
gain	15	t643348537_Desulfitobacterium_hafniense	1.62396	2.33456	0	0	1	1
gain	15	t651053017_Clostridium_acetobutylicum	0.540658	2.32537	0	0	1	1
gain	15	N25	0.0927207	3.42417	0.550475	1	1	1
