# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2.001
#  1->0 =1
#  1->1 =0
G/L	POS	branch	branchLength	distance2Root	distance2NearestOTU	numOfNodes2NearestOTU	probability	expectation
gain	3	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	4	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	4	N7	0.140064	3.47152	0.645043	1	1	1
loss	4	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	4	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	4	N15	0.459313	3.61874	0.589855	1	1	1
loss	4	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
loss	4	N16	0.0896901	0.0896901	3.19643	2	1	1
gain	4	N26	1.96614	4.43345	0.10155	1	1	1
loss	4	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
gain	5	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
gain	5	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	5	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
gain	6	N4	1.07169	2.38091	1.0327	1	1	1
loss	6	N8	0.754348	4.22587	0.249097	2	1	1
loss	6	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	6	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	6	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
gain	6	N26	1.96614	4.43345	0.10155	1	1	1
loss	6	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
loss	7	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	7	N5	0.650831	3.03174	0.639755	2	1	1
gain	7	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	7	N18	1.6792	3.9737	0.223932	1	1	1
loss	7	N19	0.160097	0.249787	3.03633	2	1	1
loss	8	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	8	N7	0.140064	3.47152	0.645043	1	1	1
loss	8	N12	0.109995	3.53417	0.497563	1	1	1
loss	8	N14	0.12768	3.15942	0.512075	1	1	1
loss	8	N18	1.6792	3.9737	0.223932	1	1	1
loss	8	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	9	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	9	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	9	N8	0.754348	4.22587	0.249097	2	1	1
loss	9	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	9	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	9	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	9	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	9	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	10	N8	0.754348	4.22587	0.249097	2	1	1
loss	10	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	11	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	11	N20	3.06882	3.31861	0.587209	1	1	1
loss	11	t637000341_Wolinella_succinogenes	0.771851	3.34543	0	0	1	1
loss	11	N24	0.192245	0.599037	2.68708	1	1	1
loss	12	N2	1.00486	1.00486	1.22328	1	1	1
gain	12	N11	0.0927207	3.42417	0.550475	1	1	1
loss	12	N13	0.0899921	3.62416	0.407571	1	1	1
loss	12	N17	2.20481	2.2945	1.1639	1	1	1
loss	12	N23	2.16679	2.57358	0.771851	1	1	1
loss	12	N26	1.96614	4.43345	0.10155	1	1	1
gain	13	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	13	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	14	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	14	N8	0.754348	4.22587	0.249097	2	1	1
loss	14	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	14	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
loss	14	N16	0.0896901	0.0896901	3.19643	2	1	1
gain	14	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	15	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	15	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	15	N5	0.650831	3.03174	0.639755	2	1	1
loss	15	N18	1.6792	3.9737	0.223932	1	1	1
loss	15	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	15	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	16	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	16	N8	0.754348	4.22587	0.249097	2	1	1
loss	16	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	16	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	16	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	16	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	16	N18	1.6792	3.9737	0.223932	1	1	1
loss	16	N20	3.06882	3.31861	0.587209	1	1	1
loss	16	t637000341_Wolinella_succinogenes	0.771851	3.34543	0	0	1	1
loss	16	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	16	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
loss	17	N2	1.00486	1.00486	1.22328	1	1	1
loss	17	N17	2.20481	2.2945	1.1639	1	1	1
loss	17	N23	2.16679	2.57358	0.771851	1	1	1
loss	18	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	18	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	18	N6	0.29971	3.33145	0.643195	2	1	1
loss	18	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	18	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
gain	19	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	20	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	20	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	20	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	20	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	20	N23	2.16679	2.57358	0.771851	1	1	1
loss	20	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	21	N4	1.07169	2.38091	1.0327	1	1	1
loss	21	N9	0.214401	4.44027	0.0346956	1	1	1
loss	21	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
loss	21	N12	0.109995	3.53417	0.497563	1	1	1
loss	21	N15	0.459313	3.61874	0.589855	1	1	1
loss	22	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	22	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	22	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	22	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	22	N23	2.16679	2.57358	0.771851	1	1	1
gain	23	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
gain	24	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
gain	24	t651053041_Lactococcus_lactis	0.589855	4.20859	0	0	1	1
gain	24	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
gain	24	N26	1.96614	4.43345	0.10155	1	1	1
loss	24	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
gain	25	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	25	t637000026_Bacteroides_thetaiotaomicron	0.10677	3.90582	0	0	1	1
gain	25	N27	0.0750804	4.50853	0.02647	1	1	1
loss	25	N30	0.0175625	4.53775	0.0154176	1	1	1
gain	26	N25	1.86827	2.46731	1.3654	1	1	1
gain	27	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	28	N2	1.00486	1.00486	1.22328	1	1	1
loss	28	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	28	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	28	N23	2.16679	2.57358	0.771851	1	1	1
loss	28	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	28	t641522650_Shigella_boydii	0.0154176	4.55316	0	0	1	1
loss	28	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	29	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	29	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	29	N7	0.140064	3.47152	0.645043	1	1	1
loss	29	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	29	N13	0.0899921	3.62416	0.407571	1	1	1
loss	29	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	29	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	29	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	30	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	30	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	30	N7	0.140064	3.47152	0.645043	1	1	1
loss	30	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	30	N13	0.0899921	3.62416	0.407571	1	1	1
loss	30	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	30	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
gain	31	N5	0.650831	3.03174	0.639755	2	1	1
gain	32	N11	0.0927207	3.42417	0.550475	1	1	1
loss	32	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	33	N7	0.140064	3.47152	0.645043	1	1	1
loss	33	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	33	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
gain	34	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	34	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
gain	34	N26	1.96614	4.43345	0.10155	1	1	1
gain	35	N4	1.07169	2.38091	1.0327	1	1	1
loss	35	N8	0.754348	4.22587	0.249097	2	1	1
loss	35	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	35	N14	0.12768	3.15942	0.512075	1	1	1
gain	35	N26	1.96614	4.43345	0.10155	1	1	1
loss	35	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
gain	36	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	37	t637000138_Lactobacillus_acidophilus	0.348272	4.68447	0	0	1	1
loss	37	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	37	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	37	N23	2.16679	2.57358	0.771851	1	1	1
loss	37	t640427143_Shigella_sonnei	0.0148176	4.535	0	0	1	1
gain	38	N5	0.650831	3.03174	0.639755	2	1	1
loss	38	N8	0.754348	4.22587	0.249097	2	1	1
loss	38	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	38	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	38	N15	0.459313	3.61874	0.589855	1	1	1
gain	38	N26	1.96614	4.43345	0.10155	1	1	1
gain	39	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
gain	39	N26	1.96614	4.43345	0.10155	1	1	1
loss	39	N29	0.0100804	4.52018	0.0148176	1	1	1
loss	39	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	40	N7	0.140064	3.47152	0.645043	1	1	1
loss	40	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	40	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	40	N14	0.12768	3.15942	0.512075	1	1	1
loss	40	t640963015_Bifidobacterium_adolescentis	0.223932	4.19764	0	0	1	1
loss	40	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	40	N21	0.480439	3.79905	0.10677	1	1	1
loss	40	N23	2.16679	2.57358	0.771851	1	1	1
loss	40	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	40	N29	0.0100804	4.52018	0.0148176	1	1	1
loss	40	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	40	t642555155_Salmonella_enterica	0.19506	4.62851	0	0	1	1
loss	41	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	41	N8	0.754348	4.22587	0.249097	2	1	1
loss	41	N18	1.6792	3.9737	0.223932	1	1	1
loss	41	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	41	N23	2.16679	2.57358	0.771851	1	1	1
loss	41	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	42	N3	0.304361	1.30922	1.95686	1	1	1
gain	42	N13	0.0899921	3.62416	0.407571	1	1	1
loss	42	N16	0.0896901	0.0896901	3.19643	2	1	1
gain	43	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	43	N27	0.0750804	4.50853	0.02647	1	1	1
loss	43	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
gain	44	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	44	N25	1.86827	2.46731	1.3654	1	1	1
gain	45	N26	1.96614	4.43345	0.10155	1	1	1
loss	46	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	46	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	46	N5	0.650831	3.03174	0.639755	2	1	1
loss	46	N18	1.6792	3.9737	0.223932	1	1	1
loss	46	N21	0.480439	3.79905	0.10677	1	1	1
loss	46	N22	0.157005	0.406792	2.87933	2	1	1
loss	47	N2	1.00486	1.00486	1.22328	1	1	1
loss	47	N17	2.20481	2.2945	1.1639	1	1	1
gain	48	N28	0.00157189	4.5101	0.0248981	1	1	1
loss	48	N30	0.0175625	4.53775	0.0154176	1	1	1
loss	49	N5	0.650831	3.03174	0.639755	2	1	1
gain	50	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	51	N25	1.86827	2.46731	1.3654	1	1	1
gain	52	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	53	N5	0.650831	3.03174	0.639755	2	1	1
gain	53	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	53	N17	2.20481	2.2945	1.1639	1	1	1
loss	53	N20	3.06882	3.31861	0.587209	1	1	1
loss	53	N29	0.0100804	4.52018	0.0148176	1	1	1
loss	53	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	53	t642555155_Salmonella_enterica	0.19506	4.62851	0	0	1	1
gain	54	N5	0.650831	3.03174	0.639755	2	1	1
loss	54	N7	0.140064	3.47152	0.645043	1	1	1
loss	54	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	54	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	54	N15	0.459313	3.61874	0.589855	1	1	1
gain	55	t638341089_Escherichia_coli	0.0324671	4.54257	0	0	1	1
gain	55	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	56	N8	0.754348	4.22587	0.249097	2	1	1
loss	56	N11	0.0927207	3.42417	0.550475	1	1	1
loss	56	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	56	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	56	N18	1.6792	3.9737	0.223932	1	1	1
loss	56	N20	3.06882	3.31861	0.587209	1	1	1
loss	56	N23	2.16679	2.57358	0.771851	1	1	1
gain	57	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
gain	57	N26	1.96614	4.43345	0.10155	1	1	1
gain	58	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
gain	58	N26	1.96614	4.43345	0.10155	1	1	1
gain	59	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	60	N22	0.157005	0.406792	2.87933	2	1	1
loss	60	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	60	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	60	t642555155_Salmonella_enterica	0.19506	4.62851	0	0	1	1
gain	61	N25	1.86827	2.46731	1.3654	1	1	1
loss	61	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
loss	61	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
gain	62	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	62	N25	1.86827	2.46731	1.3654	1	1	1
loss	62	N30	0.0175625	4.53775	0.0154176	1	1	1
loss	62	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	62	t642555155_Salmonella_enterica	0.19506	4.62851	0	0	1	1
loss	63	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	63	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	63	N6	0.29971	3.33145	0.643195	2	1	1
loss	63	N15	0.459313	3.61874	0.589855	1	1	1
loss	63	N17	2.20481	2.2945	1.1639	1	1	1
loss	63	N20	3.06882	3.31861	0.587209	1	1	1
gain	64	N22	0.157005	0.406792	2.87933	2	1	1
gain	65	N22	0.157005	0.406792	2.87933	2	1	1
loss	66	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	66	N5	0.650831	3.03174	0.639755	2	1	1
loss	66	t640963015_Bifidobacterium_adolescentis	0.223932	4.19764	0	0	1	1
loss	66	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	66	N20	3.06882	3.31861	0.587209	1	1	1
loss	66	N23	2.16679	2.57358	0.771851	1	1	1
loss	66	N26	1.96614	4.43345	0.10155	1	1	1
gain	67	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	67	t638341089_Escherichia_coli	0.0324671	4.54257	0	0	1	1
gain	67	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	68	N3	0.304361	1.30922	1.95686	1	1	1
gain	68	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
gain	68	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	68	N16	0.0896901	0.0896901	3.19643	2	1	1
gain	68	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	69	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	69	t637000140_Lactobacillus_johnsonii	0.038327	4.47859	0	0	1	1
loss	69	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	70	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	70	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	70	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
loss	70	N14	0.12768	3.15942	0.512075	1	1	1
loss	70	N18	1.6792	3.9737	0.223932	1	1	1
loss	70	N20	3.06882	3.31861	0.587209	1	1	1
loss	70	N23	2.16679	2.57358	0.771851	1	1	1
loss	70	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	70	N30	0.0175625	4.53775	0.0154176	1	1	1
loss	70	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
gain	71	N26	1.96614	4.43345	0.10155	1	1	1
loss	71	t641522650_Shigella_boydii	0.0154176	4.55316	0	0	1	1
gain	72	N25	1.86827	2.46731	1.3654	1	1	1
loss	72	t640427143_Shigella_sonnei	0.0148176	4.535	0	0	1	1
loss	72	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
gain	73	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	73	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
gain	73	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	74	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	74	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	74	N7	0.140064	3.47152	0.645043	1	1	1
loss	74	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	74	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	74	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	74	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
gain	75	N25	1.86827	2.46731	1.3654	1	1	1
loss	75	N29	0.0100804	4.52018	0.0148176	1	1	1
loss	75	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	76	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	76	N8	0.754348	4.22587	0.249097	2	1	1
loss	76	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	76	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
gain	77	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	77	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	78	N25	1.86827	2.46731	1.3654	1	1	1
loss	78	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
loss	78	t638341089_Escherichia_coli	0.0324671	4.54257	0	0	1	1
loss	78	t642555155_Salmonella_enterica	0.19506	4.62851	0	0	1	1
loss	79	N2	1.00486	1.00486	1.22328	1	1	1
loss	79	N18	1.6792	3.9737	0.223932	1	1	1
loss	79	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	79	N23	2.16679	2.57358	0.771851	1	1	1
loss	79	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
gain	80	N4	1.07169	2.38091	1.0327	1	1	1
loss	80	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	80	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	81	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	81	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	81	N8	0.754348	4.22587	0.249097	2	1	1
loss	81	N18	1.6792	3.9737	0.223932	1	1	1
loss	81	N19	0.160097	0.249787	3.03633	2	1	1
gain	81	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	82	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	82	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	82	N8	0.754348	4.22587	0.249097	2	1	1
loss	82	N18	1.6792	3.9737	0.223932	1	1	1
loss	82	N19	0.160097	0.249787	3.03633	2	1	1
gain	82	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	83	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
gain	83	N25	1.86827	2.46731	1.3654	1	1	1
gain	84	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	84	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
gain	84	N25	1.86827	2.46731	1.3654	1	1	1
gain	85	N4	1.07169	2.38091	1.0327	1	1	1
loss	85	N8	0.754348	4.22587	0.249097	2	1	1
loss	85	N11	0.0927207	3.42417	0.550475	1	1	1
loss	85	N15	0.459313	3.61874	0.589855	1	1	1
gain	85	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	86	N4	1.07169	2.38091	1.0327	1	1	1
loss	86	N8	0.754348	4.22587	0.249097	2	1	1
loss	86	N11	0.0927207	3.42417	0.550475	1	1	1
loss	86	N15	0.459313	3.61874	0.589855	1	1	1
gain	86	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	87	t637000341_Wolinella_succinogenes	0.771851	3.34543	0	0	1	1
gain	88	t637000341_Wolinella_succinogenes	0.771851	3.34543	0	0	1	1
gain	89	t637000341_Wolinella_succinogenes	0.771851	3.34543	0	0	1	1
gain	90	t637000341_Wolinella_succinogenes	0.771851	3.34543	0	0	1	1
loss	91	N2	1.00486	1.00486	1.22328	1	1	1
loss	91	N18	1.6792	3.9737	0.223932	1	1	1
loss	91	N25	1.86827	2.46731	1.3654	1	1	1
loss	92	N2	1.00486	1.00486	1.22328	1	1	1
loss	92	N18	1.6792	3.9737	0.223932	1	1	1
loss	92	N25	1.86827	2.46731	1.3654	1	1	1
loss	93	N2	1.00486	1.00486	1.22328	1	1	1
loss	93	N17	2.20481	2.2945	1.1639	1	1	1
loss	93	N25	1.86827	2.46731	1.3654	1	1	1
loss	94	N2	1.00486	1.00486	1.22328	1	1	1
loss	94	N17	2.20481	2.2945	1.1639	1	1	1
loss	94	N25	1.86827	2.46731	1.3654	1	1	1
loss	95	N3	0.304361	1.30922	1.95686	1	1	1
